,location,total_sqft,bath,price,bhk
3803,Chamrajpet,1660.4,4.0,211.0,4
3804,Chamrajpet,505.0,1.0,85.0,1
3805,Chamrajpet,1565.0,3.0,98.91,3
3806,Chamrajpet,730.0,1.0,52.0,2
3807,Chamrajpet,650.0,1.0,40.0,2
3808,Chamrajpet,650.0,2.0,45.0,2
3809,Chamrajpet,1650.0,3.0,115.0,3
3810,Chandapura,650.0,1.0,17.0,2
3811,Chandapura,645.0,1.0,16.45,1
3812,Chandapura,645.0,1.0,16.45,1
3814,Chandapura,1015.0,2.0,25.88,2
3815,Chandapura,530.0,1.0,11.66,1
3816,Chandapura,1208.0,3.0,45.0,3
3818,Chandapura,1200.0,2.0,32.0,2
3819,Chandapura,1025.0,2.0,27.68,2
3820,Chandapura,582.5,1.0,15.135,1
3821,Chandapura,1015.0,2.0,25.88,2
3823,Chandapura,1065.0,2.0,33.0,3
3826,Chandapura,850.0,2.0,25.4,2
3827,Chandapura,590.0,1.0,13.57,1
3828,Chandapura,645.0,1.0,16.45,1
3829,Chandapura,630.0,1.0,13.86,1
3831,Chandapura,1015.0,2.0,25.88,2
3832,Chandapura,1107.0,2.0,43.0,3
3833,Chandapura,520.0,1.0,14.04,1
3834,Chandapura,1200.0,1.0,36.0,2
3835,Chandapura,975.0,2.0,24.86,2
3836,Chandapura,645.0,1.0,16.45,1
3837,Chandapura,985.0,2.0,25.12,2
3838,Chandapura,645.0,1.0,16.45,1
3839,Chandapura,975.0,2.0,24.86,2
3840,Chandapura,700.0,1.0,19.0,2
3842,Chandapura,1095.0,2.0,32.0,3
3843,Chandapura,1891.0,2.0,66.165,4
3844,Chandapura,1208.51,3.0,42.0,3
3845,Chandapura,876.0,2.0,29.5,2
3846,Chandapura,645.0,1.0,16.45,1
3849,Chandapura,645.0,1.0,16.45,1
3850,Chandapura,937.0,2.0,30.0,2
3851,Chandapura,1025.0,2.0,27.68,2
3852,Chandapura,975.0,2.0,24.86,2
3853,Chandapura,800.0,2.0,25.0,2
3854,Chandapura,645.0,1.0,16.45,1
3855,Chandapura,778.0,2.0,25.29,2
3857,Chandapura,950.0,2.0,25.65,2
3858,Chandapura,1200.0,2.0,36.0,2
3859,Chandapura,645.0,1.0,16.45,1
3860,Chandapura,922.0,2.0,36.0,2
3862,Chandapura,674.0,1.0,19.9,2
3867,Chandapura,985.0,2.0,25.12,2
3869,Chandapura,1025.0,2.0,27.68,2
3871,Chandapura,1015.0,2.0,25.88,2
3872,Chandapura,1345.0,2.0,39.5,3
3873,Chandapura,1033.0,2.0,30.47,3
3874,Chandapura,971.0,2.0,38.0,3
3875,Chandapura,1015.0,2.0,25.88,2
3876,Chandapura,800.0,1.0,30.0,2
3878,Chandapura,900.0,2.0,35.0,2
3879,Chandapura,975.0,2.0,24.86,2
3880,Chandapura,520.0,1.0,14.04,1
3883,Chandapura,1323.0,2.0,42.0,3
3884,Chandapura,410.0,1.0,10.0,1
3885,Chandapura,985.0,2.0,25.12,2
3886,Chandapura,645.0,1.0,16.45,1
3887,Chandapura,645.0,1.0,16.45,1
3888,Chandapura,1200.0,2.0,36.0,2
3889,Chandapura,740.0,1.0,22.0,2
3890,Chandapura,876.0,2.0,28.47,2
3892,Chandapura,520.0,1.0,14.04,1
3894,Channasandra,1009.0,2.0,38.34,2
3895,Channasandra,1065.0,2.0,35.0,2
3896,Channasandra,1470.0,2.0,90.0,3
3897,Channasandra,1115.0,2.0,33.45,2
3898,Channasandra,1030.0,2.0,34.5,2
3899,Channasandra,4200.0,6.0,180.0,6
3900,Channasandra,1115.0,2.0,40.0,2
3901,Channasandra,1200.0,3.0,67.77,3
3902,Channasandra,1104.0,2.0,35.5,2
3903,Channasandra,1160.0,2.0,55.0,2
3904,Channasandra,1050.0,2.0,41.0,2
3905,Channasandra,1065.0,2.0,40.47,2
3907,Channasandra,1070.0,2.0,38.0,2
3908,Channasandra,1050.0,2.0,35.0,2
3909,Channasandra,1093.0,2.0,34.0,2
3910,Channasandra,808.0,2.0,40.0,2
3911,Channasandra,1010.0,2.0,36.0,2
3912,Channasandra,1123.0,2.0,36.0,2
3913,Channasandra,1000.0,2.0,35.0,2
3914,Channasandra,1500.0,4.0,89.45,4
3915,Channasandra,1330.0,2.0,51.83,3
3916,Channasandra,1093.0,2.0,37.0,2
3917,Channasandra,1115.0,2.0,35.8,2
3918,Channasandra,1500.0,3.0,61.95,3
3920,Channasandra,830.0,2.0,36.28,2
3921,Channasandra,1200.0,3.0,67.77,3
3922,Channasandra,1195.0,2.0,56.0,3
3923,Channasandra,1175.0,2.0,38.0,2
3924,Channasandra,1200.0,2.0,46.13,2
3925,Channasandra,1065.0,2.0,36.0,2
3926,Channasandra,1050.0,2.0,44.41,2
3927,Channasandra,1010.0,2.0,32.0,2
3928,Chikka Tirupathi,2600.0,5.0,120.0,4
3929,Chikka Tirupathi,2325.0,4.0,120.0,4
3930,Chikka Tirupathi,1808.0,4.0,80.27,3
3931,Chikka Tirupathi,3297.0,3.0,135.0,3
3932,Chikka Tirupathi,3500.0,5.0,150.0,4
3933,Chikka Tirupathi,2646.0,3.0,99.0,3
3934,Chikka Tirupathi,2704.0,5.0,105.0,4
3935,Chikka Tirupathi,2325.0,3.0,95.0,3
3936,Chikka Tirupathi,2325.0,4.0,120.0,4
3937,Chikka Tirupathi,3250.0,4.0,136.0,4
3938,Chikka Tirupathi,2665.0,5.0,125.0,4
3939,Chikkabanavar,950.0,2.0,40.0,2
3940,Chikkabanavar,1600.0,2.0,80.0,3
3941,Chikkabanavar,600.0,1.0,25.0,2
3942,Chikkabanavar,2460.0,7.0,80.0,4
3943,Chikkabanavar,2400.0,4.0,97.0,5
3944,Chikkabanavar,2000.0,4.0,65.0,5
3945,Chikkabanavar,1067.0,2.0,38.0,2
3946,Chikkabanavar,1320.0,2.0,46.0,3
3947,Chikkabanavar,4000.0,7.0,110.0,8
3949,Chikkalasandra,1100.0,2.0,50.0,2
3950,Chikkalasandra,1208.0,2.0,49.0,2
3951,Chikkalasandra,875.0,2.0,52.8,2
3953,Chikkalasandra,1800.0,1.0,128.0,2
3954,Chikkalasandra,1070.0,2.0,50.0,2
3955,Chikkalasandra,1230.0,2.0,48.0,2
3956,Chikkalasandra,1428.0,2.0,80.0,3
3957,Chikkalasandra,1070.0,2.0,42.8,2
3961,Chikkalasandra,1075.0,2.0,46.76,2
3964,Chikkalasandra,1070.0,2.0,45.48,2
3965,Chikkalasandra,1100.0,2.0,50.0,2
3968,Chikkalasandra,1224.0,2.0,45.0,2
3969,Chikkalasandra,1090.0,2.0,47.42,2
3972,Chikkalasandra,1325.0,2.0,59.0,2
3973,Chikkalasandra,1290.0,2.0,72.0,2
3976,Choodasandra,1115.0,2.0,50.0,2
3977,Choodasandra,1300.0,2.0,57.0,2
3978,Choodasandra,1530.0,3.0,77.0,3
3981,Choodasandra,1197.0,2.0,63.0,2
3982,Choodasandra,1465.0,3.0,75.0,3
3983,Choodasandra,1115.0,2.0,50.0,2
3984,Choodasandra,1215.0,2.0,59.0,2
3985,Choodasandra,1254.0,2.0,65.0,3
3986,Choodasandra,1580.0,3.0,105.0,3
3987,Choodasandra,725.0,2.0,36.0,2
3988,Choodasandra,2429.0,3.0,210.0,4
3990,Choodasandra,1075.0,2.0,45.0,2
3991,Choodasandra,1180.0,2.0,71.22,2
3992,Choodasandra,1140.0,2.0,62.0,2
3994,Choodasandra,1560.0,3.0,78.0,3
3995,Choodasandra,1065.0,2.0,46.0,2
3996,Choodasandra,1115.0,2.0,50.0,2
3998,Choodasandra,1115.0,2.0,50.0,2
3999,Cooke Town,3950.0,4.0,450.0,4
4000,Cooke Town,2388.0,4.0,239.0,3
4001,Cooke Town,1710.0,2.0,200.0,2
4002,Cooke Town,1310.0,2.0,111.0,2
4003,Cooke Town,3900.0,5.0,415.0,4
4004,Cooke Town,2560.0,4.0,310.0,3
4005,Cooke Town,2600.0,3.0,375.0,3
4006,Cooke Town,1100.0,2.0,90.0,2
4007,Cooke Town,2300.0,3.0,250.0,3
4008,Cox Town,1975.0,3.0,150.0,3
4009,Cox Town,1650.0,3.0,100.0,3
4010,Cox Town,1730.0,3.0,140.0,3
4011,Cox Town,1600.0,3.0,150.0,3
4012,Cox Town,1250.0,2.0,95.0,2
4013,Cox Town,1280.0,2.0,120.0,2
4014,Cox Town,1073.0,2.0,72.0,2
4015,Cox Town,1000.0,2.0,58.0,2
4016,Cox Town,1200.0,2.0,140.0,2
4017,Cunningham Road,5270.0,4.0,1250.0,4
4018,Cunningham Road,3875.0,3.0,864.0,3
4019,Cunningham Road,3875.0,3.0,800.0,3
4020,Cunningham Road,3815.0,3.0,763.0,3
4021,Cunningham Road,2880.0,3.0,501.0,3
4022,Cunningham Road,3489.0,3.0,662.0,3
4023,Cunningham Road,4170.0,3.0,800.0,3
4025,Cunningham Road,2700.0,3.0,501.0,3
4026,Cunningham Road,7500.0,6.0,1800.0,4
4027,Cunningham Road,2880.0,3.0,560.0,3
4028,Dasanapura,708.0,2.0,37.0,2
4029,Dasanapura,708.0,1.0,40.0,2
4030,Dasanapura,965.0,2.0,42.5,2
4032,Dasanapura,814.0,2.0,42.0,2
4033,Dasanapura,1163.0,2.0,65.0,2
4034,Dasanapura,1286.0,2.0,68.0,3
4035,Dasanapura,708.0,2.0,31.15,2
4036,Dasanapura,708.0,1.0,41.0,1
4037,Dasanapura,814.0,2.0,43.7,2
4038,Dasarahalli,1295.0,2.0,65.0,2
4040,Dasarahalli,1150.0,2.0,70.0,2
4041,Dasarahalli,2100.0,3.0,120.0,3
4042,Dasarahalli,1220.0,2.0,52.0,2
4043,Dasarahalli,1375.0,2.0,60.0,2
4044,Dasarahalli,1333.0,2.0,78.56,2
4045,Dasarahalli,1220.0,2.0,62.0,2
4046,Devanahalli,3210.0,2.0,192.0,4
4047,Devanahalli,1260.0,2.0,66.78,2
4048,Devanahalli,1282.0,2.0,68.52,3
4049,Devanahalli,1360.0,2.0,65.0,2
4051,Devanahalli,1408.0,2.0,85.0,2
4052,Devanahalli,1010.0,2.0,51.0,2
4053,Devanahalli,1080.0,2.0,53.35,2
4054,Devanahalli,2400.0,5.0,100.0,5
4057,Devanahalli,1174.0,2.0,59.0,2
4058,Devanahalli,3752.5,2.0,177.115,2
4059,Devanahalli,658.0,1.0,34.0,1
4060,Devanahalli,658.0,1.0,26.91,1
4061,Devanahalli,698.5,1.0,28.57,1
4062,Devanahalli,1080.0,2.0,52.0,2
4063,Devanahalli,1700.0,3.0,88.2,3
4064,Devanahalli,1498.0,3.0,79.15,3
4065,Devanahalli,1466.0,3.0,77.59,3
4066,Devanahalli,775.0,1.0,39.0,1
4067,Devanahalli,1020.0,2.0,49.87,1
4069,Devanahalli,1550.0,3.0,85.0,3
4071,Devanahalli,1340.0,2.0,65.0,2
4072,Devanahalli,2125.0,3.0,107.0,3
4075,Devanahalli,658.0,1.0,26.91,1
4077,Devanahalli,1010.0,2.0,58.0,2
4080,Devanahalli,1075.0,2.0,52.57,1
4082,Devarachikkanahalli,1250.0,2.0,40.0,2
4083,Devarachikkanahalli,1200.0,2.0,83.0,2
4084,Devarachikkanahalli,1170.0,2.0,40.0,2
4085,Devarachikkanahalli,615.0,1.0,24.0,1
4086,Devarachikkanahalli,1230.0,2.0,58.0,2
4087,Devarachikkanahalli,1425.0,2.0,65.0,3
4088,Devarachikkanahalli,947.0,2.0,43.0,2
4089,Devarachikkanahalli,1130.0,2.0,36.0,2
4090,Devarachikkanahalli,1417.0,2.0,76.0,3
4091,Devarachikkanahalli,1230.0,2.0,58.0,2
4092,Devarachikkanahalli,1705.0,3.0,75.0,3
4093,Devarachikkanahalli,1116.0,2.0,47.0,2
4094,Devarachikkanahalli,991.0,2.0,40.0,2
4096,Dodda Nekkundi,1260.0,2.0,55.0,2
4097,Dodda Nekkundi,850.0,2.0,28.0,2
4098,Dodda Nekkundi,1390.0,2.0,60.0,2
4099,Dodda Nekkundi,1804.0,3.0,121.0,3
4100,Dodda Nekkundi,1080.0,2.0,50.0,2
4101,Dodda Nekkundi,1999.0,3.0,132.0,3
4102,Dodda Nekkundi,1100.0,2.0,48.0,2
4103,Dodda Nekkundi,1999.0,3.0,135.0,3
4104,Dodda Nekkundi,1100.0,2.0,41.15,2
4105,Dodda Nekkundi,1252.0,2.0,71.0,3
4106,Dodda Nekkundi,1155.0,2.0,46.0,2
4107,Dodda Nekkundi,1128.0,2.0,45.0,2
4108,Dodda Nekkundi,1148.0,2.0,56.0,2
4110,Dodda Nekkundi,1145.0,2.0,46.5,2
4111,Dodda Nekkundi,1829.0,3.0,125.0,3
4112,Dodda Nekkundi,1100.0,2.0,41.16,2
4113,Dodda Nekkundi,1100.0,2.0,46.75,2
4114,Dodda Nekkundi,1315.0,2.0,50.0,2
4115,Dodda Nekkundi,1135.0,2.0,58.0,2
4116,Dodda Nekkundi,1100.0,2.0,41.18,2
4117,Dodda Nekkundi,1370.0,2.0,60.0,2
4118,Dodda Nekkundi,1200.0,2.0,71.0,2
4119,Dodda Nekkundi,1585.0,2.0,79.0,3
4120,Dodda Nekkundi,1005.0,2.0,45.0,2
4121,Dodda Nekkundi,1264.0,2.0,52.0,2
4122,Doddaballapur,1690.0,3.0,80.0,4
4123,Doddaballapur,4200.0,4.0,325.0,4
4124,Doddaballapur,3876.0,3.0,300.0,3
4125,Doddaballapur,2776.0,4.0,195.0,3
4126,Doddaballapur,2440.0,3.0,142.0,3
4127,Doddaballapur,2400.0,3.0,200.0,4
4128,Doddaballapur,654.0,1.0,49.0,1
4129,Doddaballapur,3206.0,5.0,270.0,4
4130,Doddakallasandra,1010.0,2.0,40.39,2
4135,Doddakallasandra,1010.0,2.0,40.39,2
4136,Doddakallasandra,1072.0,2.0,42.87,2
4137,Doddakallasandra,1010.0,2.0,40.4,2
4138,Doddakallasandra,1010.0,2.0,41.0,2
4139,Doddakallasandra,1072.0,2.0,42.87,2
4140,Doddathoguru,970.0,2.0,33.0,2
4141,Doddathoguru,1050.0,2.0,32.0,2
4142,Doddathoguru,850.0,2.0,25.0,2
4143,Doddathoguru,1030.0,2.0,42.0,2
4144,Doddathoguru,1549.0,3.0,65.0,3
4146,Doddathoguru,550.0,1.0,17.0,1
4147,Doddathoguru,1015.0,2.0,33.5,2
4148,Doddathoguru,1104.0,2.0,39.0,2
4149,Doddathoguru,915.0,2.0,32.0,2
4150,Doddathoguru,750.0,1.0,25.5,1
4151,Doddathoguru,1595.0,3.0,62.0,3
4152,Doddathoguru,855.0,2.0,32.0,2
4153,Doddathoguru,1105.0,2.0,50.0,2
4154,Doddathoguru,925.0,2.0,30.0,2
4156,Doddathoguru,1208.0,3.0,45.0,3
4157,Doddathoguru,1100.0,2.0,50.0,2
4158,Doddathoguru,940.0,2.0,32.9,2
4159,Doddathoguru,1382.0,3.0,65.0,3
4160,Doddathoguru,1107.0,2.0,44.0,2
4161,Doddathoguru,907.0,2.0,40.0,2
4162,Doddathoguru,1783.0,3.0,85.0,3
4163,Doddathoguru,550.0,1.0,17.0,1
4164,Domlur,1540.0,3.0,90.0,3
4165,Domlur,1875.0,2.0,150.0,3
4166,Domlur,1429.0,3.0,86.0,3
4167,Domlur,640.0,1.0,55.0,1
4168,Domlur,1050.0,2.0,85.0,2
4169,Domlur,1800.0,3.0,150.0,3
4170,Domlur,1720.0,3.0,135.0,3
4171,Domlur,1950.0,3.0,165.0,3
4172,Domlur,2180.0,3.0,285.0,3
4173,Domlur,650.0,1.0,70.0,1
4174,Domlur,780.0,1.0,70.0,1
4175,Domlur,2180.0,3.0,285.0,3
4176,Domlur,1740.0,3.0,120.0,3
4177,Domlur,1695.0,3.0,125.0,3
4178,Domlur,1246.0,2.0,95.0,2
4179,Domlur,2100.0,3.0,145.0,3
4180,Domlur,1276.0,2.0,80.0,2
4181,Domlur,1850.0,3.0,180.0,3
4182,Domlur,2955.0,3.0,235.0,3
4183,Domlur,1650.0,3.0,180.0,3
4184,Dommasandra,805.0,2.0,22.14,2
4186,Dommasandra,1267.0,3.0,56.0,3
4187,Dommasandra,1200.0,2.0,50.0,2
4188,Dommasandra,2700.0,3.0,68.0,4
4190,Dommasandra,1153.0,2.0,43.5,2
4191,Dommasandra,1500.0,2.0,40.0,2
4192,Dommasandra,1090.0,2.0,43.5,2
4193,Dommasandra,850.0,2.0,25.4,2
4194,Dommasandra,674.0,1.0,19.9,2
4195,Dommasandra,999.0,2.0,32.9,2
4196,EPIP Zone,1499.0,5.0,102.0,3
4197,EPIP Zone,1285.0,2.0,82.0,2
4198,EPIP Zone,2330.0,3.0,162.0,3
4199,EPIP Zone,1330.0,2.0,92.5,2
4200,EPIP Zone,1330.0,2.0,86.98,2
4201,EPIP Zone,1330.0,2.0,93.36,2
4203,EPIP Zone,1500.0,3.0,102.0,3
4204,EPIP Zone,1280.0,2.0,69.0,2
4205,EPIP Zone,1125.0,2.0,65.0,2
4206,EPIP Zone,1734.0,3.0,125.0,3
4208,EPIP Zone,1343.0,2.0,86.0,2
4209,EPIP Zone,2350.0,4.0,163.0,3
4210,EPIP Zone,1860.0,3.0,130.0,3
4211,EPIP Zone,2210.0,3.0,165.0,3
4212,EPIP Zone,2710.0,3.0,177.0,3
4215,Electronic City,1025.0,2.0,47.0,3
4218,Electronic City,1500.0,2.0,64.5,3
4219,Electronic City,1060.0,2.0,60.0,2
4220,Electronic City,1152.0,2.0,64.5,2
4222,Electronic City,770.0,1.0,36.0,2
4223,Electronic City,1070.0,2.0,52.0,2
4224,Electronic City,1025.0,2.0,46.0,2
4225,Electronic City,589.0,1.0,27.0,1
4227,Electronic City,910.0,2.0,40.0,2
4228,Electronic City,1108.0,2.0,63.0,2
4229,Electronic City,1128.0,2.0,65.0,2
4230,Electronic City,1800.0,3.0,95.0,3
4231,Electronic City,630.0,1.0,34.65,1
4232,Electronic City,1128.0,2.0,63.0,2
4233,Electronic City,1599.0,3.0,99.0,3
4236,Electronic City,1070.0,2.0,55.0,2
4237,Electronic City,940.0,2.0,41.0,2
4239,Electronic City,1128.0,2.0,68.75,2
4240,Electronic City,1342.0,2.0,73.3,2
4241,Electronic City,1360.0,2.0,71.0,3
4243,Electronic City,1265.0,2.0,56.93,2
4244,Electronic City,1691.0,2.0,102.0,3
4245,Electronic City,1128.0,2.0,65.49,2
4248,Electronic City,1070.0,2.0,56.1,2
4249,Electronic City,2000.0,4.0,120.0,4
4250,Electronic City,890.0,2.0,45.0,2
4251,Electronic City,1128.0,2.0,65.65,2
4252,Electronic City,865.0,2.0,42.0,2
4254,Electronic City,910.0,2.0,42.0,2
4256,Electronic City,1360.0,2.0,75.0,3
4257,Electronic City,770.0,1.0,40.0,2
4258,Electronic City,1128.0,2.0,64.0,2
4259,Electronic City,1070.0,2.0,54.0,2
4261,Electronic City,1571.0,3.0,89.0,3
4262,Electronic City,1111.0,3.0,50.0,3
4263,Electronic City,870.0,2.0,39.5,2
4265,Electronic City,1374.0,2.0,72.0,3
4267,Electronic City,1128.0,2.0,65.35,2
4268,Electronic City,1128.0,2.0,65.0,2
4269,Electronic City,755.0,1.0,34.0,2
4273,Electronic City,1563.0,3.0,91.84,3
4274,Electronic City,1652.0,3.0,70.0,3
4276,Electronic City,1025.0,2.0,54.5,2
4278,Electronic City,1350.0,3.0,58.0,3
4281,Electronic City,1700.0,3.0,75.0,3
4283,Electronic City,1128.0,2.0,68.0,2
4284,Electronic City,700.0,1.0,35.0,1
4285,Electronic City,1360.0,2.0,70.5,3
4287,Electronic City,1571.0,3.0,105.0,3
4291,Electronic City,1600.0,3.0,104.0,3
4293,Electronic City,1500.0,2.0,100.0,3
4297,Electronic City,1152.0,2.0,65.0,2
4298,Electronic City,1070.0,2.0,60.0,2
4299,Electronic City,1128.0,2.0,65.5,2
4300,Electronic City,1200.0,2.0,59.0,2
4301,Electronic City,1152.0,2.0,65.75,2
4303,Electronic City,1070.0,2.0,55.0,2
4304,Electronic City,1060.0,2.0,58.0,2
4305,Electronic City,1025.0,2.0,54.1,2
4310,Electronic City,1500.0,2.0,78.0,3
4311,Electronic City,1213.0,2.0,59.32,2
4312,Electronic City,1575.0,3.0,90.0,3
4313,Electronic City,435.0,1.0,19.5,1
4314,Electronic City,1449.0,3.0,100.0,3
4316,Electronic City,1125.0,2.0,58.0,2
4318,Electronic City,1575.0,3.0,101.0,3
4320,Electronic City,550.0,1.0,12.0,1
4321,Electronic City,919.0,2.0,40.0,2
4322,Electronic City,1500.0,2.0,78.25,3
4323,Electronic City,1363.0,2.0,79.0,2
4326,Electronic City,1108.0,2.0,67.15,2
4328,Electronic City,1128.0,2.0,65.7,2
4330,Electronic City,1060.0,2.0,51.0,2
4332,Electronic City,1650.0,3.0,100.0,3
4334,Electronic City,1025.0,2.0,49.0,2
4336,Electronic City,1449.0,3.0,90.0,3
4338,Electronic City,1070.0,2.0,58.0,2
4339,Electronic City,1210.0,2.0,54.0,2
4340,Electronic City,1500.0,2.0,75.0,3
4342,Electronic City,1070.0,2.0,52.0,2
4343,Electronic City,2435.0,4.0,119.0,4
4348,Electronic City,1073.0,2.0,60.0,2
4349,Electronic City,1500.0,2.0,78.0,3
4350,Electronic City,1070.0,2.0,47.0,2
4351,Electronic City,1296.0,2.0,65.0,2
4352,Electronic City,1140.0,2.0,70.93,2
4358,Electronic City,2093.0,4.0,104.0,4
4359,Electronic City,1025.0,2.0,53.9,2
4360,Electronic City,940.0,2.0,54.0,2
4361,Electronic City,435.0,1.0,21.0,1
4362,Electronic City,1500.0,2.0,77.5,3
4363,Electronic City,1631.0,3.0,80.0,3
4364,Electronic City,1355.0,2.0,67.0,2
4367,Electronic City,435.0,1.0,22.0,1
4369,Electronic City,1039.0,2.0,50.0,2
4370,Electronic City,770.0,1.0,39.9,2
4372,Electronic City,1128.0,2.0,64.0,2
4373,Electronic City,605.0,1.0,13.31,1
4375,Electronic City,530.0,1.0,13.5,1
4376,Electronic City,1070.0,2.0,53.0,2
4379,Electronic City,1571.0,3.0,83.0,3
4381,Electronic City,1350.0,3.0,66.0,3
4382,Electronic City,1652.0,3.0,110.0,3
4386,Electronic City,1128.0,2.0,65.58,2
4387,Electronic City,635.0,1.0,28.0,1
4388,Electronic City,1128.0,2.0,65.4,2
4391,Electronic City,1355.0,2.0,72.9,2
4395,Electronic City,770.0,1.0,35.0,2
4397,Electronic City,865.0,2.0,40.0,2
4400,Electronic City,1108.0,2.0,63.0,2
4401,Electronic City,630.0,1.0,40.5,1
4404,Electronic City,605.0,1.0,22.0,1
4406,Electronic City,1070.0,2.0,48.0,2
4408,Electronic City,1360.0,2.0,70.0,3
4409,Electronic City,635.0,1.0,28.0,1
4410,Electronic City,1128.0,2.0,65.45,2
4411,Electronic City,890.0,2.0,40.0,2
4416,Electronic City,1360.0,2.0,58.0,3
4419,Electronic City,630.0,1.0,33.7,1
4423,Electronic City,1400.0,3.0,90.0,3
4424,Electronic City,1287.0,3.0,55.0,3
4425,Electronic City,1258.0,2.0,85.5,2
4426,Electronic City,1386.0,2.0,85.0,2
4427,Electronic City,550.0,1.0,27.0,1
4428,Electronic City,1025.0,2.0,50.0,2
4430,Electronic City,1070.0,2.0,55.0,2
4431,Electronic City,1342.0,2.0,72.0,2
4432,Electronic City,1275.0,3.0,70.0,3
4433,Electronic City,770.0,1.0,38.0,2
4438,Electronic City,1644.0,3.0,92.59,3
4439,Electronic City,1250.0,2.0,62.0,2
4442,Electronic City,418.0,1.0,12.0,1
4443,Electronic City,1128.0,2.0,64.8,2
4446,Electronic City,1060.0,2.0,55.0,2
4447,Electronic City,710.0,1.0,40.42,1
4450,Electronic City,1275.0,3.0,63.43,3
4451,Electronic City,1518.0,3.0,75.0,3
4452,Electronic City,1090.0,2.0,31.48,1
4455,Electronic City,1060.0,2.0,55.0,2
4457,Electronic City,1353.0,2.0,75.0,2
4459,Electronic City,1128.0,2.0,67.0,2
4460,Electronic City,1070.0,2.0,57.0,2
4461,Electronic City,1700.0,3.0,90.0,3
4463,Electronic City,750.0,1.0,35.0,1
4464,Electronic City,1210.0,2.0,55.0,2
4465,Electronic City,1070.0,2.0,60.0,2
4470,Electronic City,1615.0,3.0,97.0,3
4472,Electronic City,1221.0,2.0,68.0,2
4474,Electronic City,1500.0,3.0,73.0,3
4475,Electronic City,995.0,2.0,48.0,2
4476,Electronic City,1342.0,2.0,90.0,2
4478,Electronic City,1128.0,2.0,63.5,2
4479,Electronic City,589.0,1.0,29.0,1
4482,Electronic City,1575.0,3.0,94.5,3
4483,Electronic City,1070.0,2.0,48.0,2
4484,Electronic City,1025.0,2.0,54.0,2
4485,Electronic City,1500.0,2.0,70.0,3
4486,Electronic City,1500.0,2.0,64.5,3
4488,Electronic City,2093.0,4.0,134.0,4
4490,Electronic City,1355.0,2.0,73.0,2
4491,Electronic City,1360.0,2.0,64.99,3
4492,Electronic City,1060.0,2.0,52.0,2
4493,Electronic City Phase II,1056.0,2.0,39.07,2
4494,Electronic City Phase II,1020.0,2.0,30.6,2
4495,Electronic City Phase II,1069.0,2.0,45.0,2
4496,Electronic City Phase II,630.0,1.0,28.35,1
4498,Electronic City Phase II,1000.0,2.0,25.0,2
4499,Electronic City Phase II,1090.0,2.0,28.34,2
4500,Electronic City Phase II,2225.0,4.0,98.88,4
4502,Electronic City Phase II,775.0,2.0,38.0,2
4503,Electronic City Phase II,1266.0,2.0,59.0,2
4504,Electronic City Phase II,1000.0,2.0,28.88,2
4507,Electronic City Phase II,972.0,2.0,44.0,2
4509,Electronic City Phase II,1031.0,2.0,55.0,2
4510,Electronic City Phase II,1003.0,2.0,40.6,2
4511,Electronic City Phase II,1031.0,2.0,56.35,2
4513,Electronic City Phase II,1395.0,2.0,62.78,3
4514,Electronic City Phase II,1160.0,2.0,33.5,2
4515,Electronic City Phase II,1065.0,2.0,30.75,2
4516,Electronic City Phase II,1219.0,2.0,61.25,2
4518,Electronic City Phase II,1000.0,2.0,28.88,2
4519,Electronic City Phase II,1790.0,3.0,100.0,3
4520,Electronic City Phase II,769.0,2.0,40.0,2
4522,Electronic City Phase II,900.0,2.0,32.5,2
4525,Electronic City Phase II,993.0,2.0,50.0,3
4526,Electronic City Phase II,1418.0,3.0,52.47,3
4527,Electronic City Phase II,1070.0,2.0,45.0,2
4530,Electronic City Phase II,1140.0,2.0,33.06,2
4531,Electronic City Phase II,1089.0,2.0,32.67,2
4532,Electronic City Phase II,1031.0,2.0,55.0,2
4533,Electronic City Phase II,1253.0,2.0,65.8,2
4535,Electronic City Phase II,1160.0,2.0,33.5,2
4536,Electronic City Phase II,975.0,2.0,45.0,3
4537,Electronic City Phase II,6000.0,4.0,260.0,4
4538,Electronic City Phase II,1116.0,2.0,37.0,2
4539,Electronic City Phase II,1125.0,2.0,29.25,2
4540,Electronic City Phase II,1000.0,2.0,28.88,2
4541,Electronic City Phase II,1000.0,2.0,28.88,2
4542,Electronic City Phase II,1000.0,2.0,28.88,2
4543,Electronic City Phase II,1165.0,2.0,30.29,2
4544,Electronic City Phase II,3550.0,2.0,167.5,4
4545,Electronic City Phase II,1031.0,2.0,53.0,2
4547,Electronic City Phase II,1065.0,2.0,30.88,2
4549,Electronic City Phase II,1549.0,3.0,80.0,3
4550,Electronic City Phase II,1065.0,2.0,56.13,2
4552,Electronic City Phase II,920.0,2.0,26.0,2
4553,Electronic City Phase II,1140.0,2.0,33.84,2
4554,Electronic City Phase II,1219.0,2.0,61.26,2
4555,Electronic City Phase II,1252.0,2.0,65.0,3
4556,Electronic City Phase II,1125.0,2.0,32.49,2
4558,Electronic City Phase II,1286.0,2.0,69.0,2
4560,Electronic City Phase II,1140.0,2.0,32.92,2
4561,Electronic City Phase II,1116.0,2.0,40.0,2
4562,Electronic City Phase II,1150.0,3.0,46.0,3
4563,Electronic City Phase II,1192.0,2.0,47.0,3
